"age","gender","declared_income","premium_term","policy_term","premium_amount","booking_frequency","location","policy_type","current_status"
26,"male",4e+05,10,20,10149,"Monthly","semi-urban","Term","married"
36,"male",550000,20,30,11629,"Monthly","rural","Term","unmarried"
27,"female",1050000,5,15,28068,"Quarterly","urban","ULIP","married"
18,"male",4e+05,5,15,8721,"Half_yearly","semi-urban","Term","married"
58,"male",950000,25,35,25291,"Monthly","urban","Endowment","widow"
21,"male",1400000,5,15,27786,"Quarterly","urban","ULIP","unmarried"
19,"female",1450000,10,20,27007,"Yearly","semi-urban","ULIP","married"
44,"female",1050000,20,30,26747,"Monthly","urban","ULIP","unmarried"
56,"male",1250000,30,40,31812,"Yearly","semi-urban","ULIP","unmarried"
26,"female",3e+05,5,15,12716,"Monthly","urban","Term","married"
34,"female",1400000,20,30,31324,"Monthly","urban","ULIP","unmarried"
29,"female",850000,10,20,16081,"Quarterly","semi-urban","Term","widow"
28,"male",550000,5,15,13965,"Monthly","urban","Term","married"
27,"female",1400000,5,15,29621,"Quarterly","urban","ULIP","married"
41,"female",1500000,25,35,28450,"Quarterly","semi-urban","ULIP","unmarried"
41,"male",6e+05,20,30,14199,"Monthly","semi-urban","Term","widow"
58,"female",1400000,25,35,34184,"Monthly","semi-urban","ULIP","married"
45,"male",1150000,30,40,30530,"Quarterly","urban","ULIP","unmarried"
59,"female",1100000,25,35,28986,"Quarterly","urban","ULIP","married"
49,"male",2e+05,25,35,16779,"Monthly","urban","Endowment","married"
56,"female",2e+05,25,35,15469,"Half_yearly","semi-urban","Endowment","married"
23,"male",1500000,10,20,29143,"Monthly","urban","ULIP","unmarried"
32,"male",1100000,10,20,28268,"Half_yearly","urban","ULIP","married"
48,"female",550000,20,30,16406,"Monthly","semi-urban","Endowment","married"
44,"female",1450000,30,40,28308,"Yearly","semi-urban","ULIP","married"
39,"female",550000,20,30,14046,"Quarterly","semi-urban","Term","married"
32,"female",450000,20,30,11105,"Monthly","rural","Term","married"
19,"female",1200000,10,20,26389,"Yearly","urban","ULIP","unmarried"
35,"male",650000,10,20,14564,"Monthly","rural","Term","married"
48,"male",950000,20,30,24787,"Yearly","urban","Endowment","unmarried"
41,"female",1350000,30,40,29873,"Monthly","urban","ULIP","unmarried"
29,"male",750000,10,20,15482,"Quarterly","rural","Term","married"
51,"female",7e+05,20,30,21844,"Half_yearly","urban","Endowment","unmarried"
33,"male",1250000,15,25,25874,"Quarterly","rural","ULIP","married"
30,"male",750000,10,20,14638,"Monthly","urban","Term","married"
30,"female",1050000,5,15,23223,"Monthly","rural","ULIP","married"
23,"male",250000,5,15,5899,"Quarterly","semi-urban","Term","unmarried"
47,"male",1450000,30,40,33922,"Yearly","semi-urban","ULIP","married"
57,"female",1450000,25,35,34627,"Monthly","urban","ULIP","married"
21,"female",250000,10,20,9225,"Monthly","urban","Term","unmarried"
34,"male",1250000,15,25,29207,"Monthly","semi-urban","ULIP","unmarried"
26,"female",1300000,10,20,29774,"Quarterly","rural","ULIP","married"
56,"female",6e+05,25,35,20673,"Monthly","urban","Endowment","unmarried"
51,"male",1250000,30,40,29648,"Yearly","urban","ULIP","unmarried"
43,"female",650000,25,35,12254,"Monthly","semi-urban","Term","married"
41,"male",1450000,30,40,31956,"Monthly","urban","ULIP","unmarried"
33,"male",1300000,10,20,27932,"Half_yearly","semi-urban","ULIP","unmarried"
28,"female",7e+05,5,15,16344,"Quarterly","urban","Term","unmarried"
52,"male",550000,30,40,20707,"Monthly","urban","Endowment","unmarried"
24,"female",2e+05,10,20,7951,"Monthly","rural","Term","unmarried"
31,"male",550000,15,25,13715,"Quarterly","semi-urban","Term","married"
59,"female",1450000,30,40,33870,"Half_yearly","rural","ULIP","unmarried"
31,"female",1450000,15,25,28216,"Monthly","rural","ULIP","unmarried"
40,"male",350000,10,20,10860,"Monthly","urban","Term","unmarried"
31,"male",350000,15,25,11527,"Quarterly","semi-urban","Term","married"
54,"male",250000,20,30,14371,"Half_yearly","semi-urban","Endowment","married"
45,"female",550000,20,30,18013,"Monthly","urban","Term","unmarried"
27,"female",1500000,5,15,30221,"Half_yearly","semi-urban","ULIP","unmarried"
22,"female",1350000,5,15,25515,"Yearly","semi-urban","ULIP","unmarried"
27,"male",750000,5,15,14147,"Quarterly","semi-urban","Term","married"
22,"female",1400000,5,15,30770,"Quarterly","urban","ULIP","married"
55,"male",1200000,20,30,29762,"Half_yearly","urban","ULIP","married"
32,"female",1100000,15,25,28723,"Quarterly","rural","ULIP","married"
51,"male",1250000,30,40,31093,"Monthly","semi-urban","ULIP","married"
51,"female",2e+05,20,30,15896,"Monthly","urban","Endowment","unmarried"
37,"male",850000,10,20,17189,"Yearly","semi-urban","Term","widow"
21,"male",1100000,5,15,25723,"Half_yearly","rural","ULIP","married"
44,"male",850000,30,40,17476,"Half_yearly","rural","Term","married"
53,"female",9e+05,20,30,24772,"Monthly","rural","Endowment","married"
47,"male",7e+05,30,40,19630,"Monthly","semi-urban","Endowment","widow"
28,"female",250000,10,20,8108,"Monthly","semi-urban","Term","married"
46,"female",850000,25,35,22614,"Monthly","semi-urban","Endowment","married"
35,"female",5e+05,10,20,14268,"Yearly","semi-urban","Term","unmarried"
58,"male",8e+05,30,40,21887,"Quarterly","rural","Endowment","unmarried"
52,"male",9e+05,25,35,26465,"Half_yearly","urban","Endowment","unmarried"
30,"female",3e+05,5,15,9970,"Monthly","rural","Term","unmarried"
59,"male",5e+05,30,40,21917,"Quarterly","urban","Endowment","unmarried"
58,"female",1500000,25,35,35231,"Monthly","semi-urban","ULIP","unmarried"
56,"male",1100000,30,40,29425,"Quarterly","urban","ULIP","unmarried"
25,"female",350000,10,20,10633,"Quarterly","urban","Term","married"
49,"female",650000,20,30,19708,"Monthly","rural","Endowment","married"
46,"female",2e+05,30,40,13582,"Quarterly","rural","Endowment","married"
38,"female",3e+05,10,20,11839,"Monthly","urban","Term","married"
51,"male",550000,30,40,16954,"Monthly","rural","Endowment","unmarried"
48,"male",1200000,20,30,26877,"Monthly","rural","ULIP","married"
29,"female",2e+05,5,15,11324,"Quarterly","semi-urban","Term","married"
45,"male",4e+05,30,40,14990,"Quarterly","urban","Term","married"
27,"female",4e+05,5,15,13459,"Monthly","urban","Term","married"
21,"female",1100000,10,20,20449,"Yearly","semi-urban","ULIP","married"
33,"male",1350000,15,25,25934,"Quarterly","semi-urban","ULIP","married"
54,"male",1350000,20,30,32589,"Quarterly","urban","ULIP","unmarried"
27,"male",1350000,10,20,29680,"Monthly","rural","ULIP","married"
50,"male",5e+05,25,35,20070,"Monthly","urban","Endowment","unmarried"
48,"male",1200000,30,40,28796,"Monthly","rural","ULIP","married"
51,"female",1200000,30,40,32613,"Yearly","urban","ULIP","married"
40,"female",1100000,15,25,29932,"Monthly","urban","ULIP","married"
48,"male",1300000,25,35,29403,"Half_yearly","semi-urban","ULIP","married"
31,"male",8e+05,20,30,13585,"Half_yearly","semi-urban","Term","unmarried"
42,"male",2e+05,30,40,9414,"Monthly","rural","Term","married"
21,"male",1100000,5,15,24933,"Monthly","urban","ULIP","married"
29,"female",1200000,10,20,27451,"Half_yearly","urban","ULIP","married"
26,"female",350000,5,15,11115,"Monthly","urban","Term","widow"
59,"male",1e+06,30,40,27094,"Monthly","urban","Endowment","unmarried"
39,"female",8e+05,10,20,19255,"Monthly","rural","Term","unmarried"
26,"male",850000,10,20,14115,"Quarterly","rural","Term","unmarried"
19,"male",6e+05,10,20,14189,"Monthly","urban","Term","married"
47,"male",1400000,25,35,30619,"Monthly","rural","ULIP","widow"
35,"male",1e+06,20,30,22093,"Monthly","urban","Term","married"
34,"male",1500000,15,25,31503,"Half_yearly","urban","ULIP","married"
18,"male",750000,5,15,11488,"Half_yearly","semi-urban","Term","unmarried"
30,"female",4e+05,10,20,12818,"Monthly","urban","Term","unmarried"
33,"male",5e+05,20,30,11237,"Half_yearly","semi-urban","Term","unmarried"
41,"female",6e+05,20,30,17834,"Half_yearly","urban","Term","married"
28,"male",1050000,10,20,24202,"Half_yearly","semi-urban","ULIP","married"
53,"female",650000,20,30,22929,"Half_yearly","urban","Endowment","married"
54,"male",850000,20,30,19809,"Monthly","rural","Endowment","widow"
22,"female",1100000,5,15,26834,"Half_yearly","urban","ULIP","married"
30,"female",750000,10,20,16849,"Half_yearly","urban","Term","married"
45,"male",1350000,20,30,30800,"Quarterly","semi-urban","ULIP","married"
38,"male",6e+05,20,30,14386,"Monthly","rural","Term","unmarried"
25,"male",650000,10,20,13200,"Monthly","rural","Term","unmarried"
19,"female",3e+05,5,15,8174,"Quarterly","rural","Term","married"
18,"female",4e+05,5,15,14339,"Monthly","urban","Term","married"
23,"female",1250000,5,15,31964,"Quarterly","urban","ULIP","married"
32,"male",1050000,20,30,26331,"Monthly","urban","ULIP","married"
45,"male",850000,25,35,19765,"Monthly","urban","Term","married"
44,"female",950000,30,40,20468,"Yearly","semi-urban","Term","married"
46,"male",1500000,25,35,30283,"Monthly","semi-urban","ULIP","married"
53,"female",7e+05,30,40,22007,"Monthly","semi-urban","Endowment","unmarried"
60,"female",9e+05,25,35,24541,"Half_yearly","rural","Endowment","unmarried"
22,"female",350000,5,15,12932,"Yearly","urban","Term","married"
42,"male",3e+05,30,40,9604,"Quarterly","rural","Term","unmarried"
46,"male",550000,30,40,21752,"Yearly","semi-urban","Endowment","unmarried"
55,"male",350000,20,30,18889,"Half_yearly","semi-urban","Endowment","widow"
34,"female",1300000,20,30,31613,"Monthly","urban","ULIP","married"
54,"male",7e+05,30,40,23900,"Monthly","urban","Endowment","unmarried"
29,"male",650000,10,20,12248,"Quarterly","rural","Term","unmarried"
21,"male",1250000,10,20,26911,"Monthly","urban","ULIP","unmarried"
59,"female",1400000,20,30,33663,"Quarterly","urban","ULIP","unmarried"
50,"female",1350000,25,35,32408,"Yearly","urban","ULIP","unmarried"
44,"male",650000,30,40,17826,"Monthly","urban","Term","married"
60,"male",1050000,20,30,32517,"Half_yearly","urban","ULIP","married"
44,"female",1400000,20,30,29662,"Monthly","semi-urban","ULIP","married"
57,"female",850000,30,40,23986,"Monthly","urban","Endowment","married"
33,"female",950000,20,30,20109,"Monthly","urban","Term","widow"
55,"male",950000,25,35,26482,"Quarterly","semi-urban","Endowment","married"
35,"female",1200000,10,20,30255,"Quarterly","urban","ULIP","married"
30,"male",1400000,5,15,30845,"Quarterly","urban","ULIP","married"
25,"female",9e+05,5,15,18837,"Quarterly","urban","Term","married"
22,"female",1100000,5,15,25668,"Yearly","rural","ULIP","married"
52,"male",1500000,30,40,32485,"Monthly","rural","ULIP","married"
39,"female",350000,15,25,14775,"Monthly","semi-urban","Term","married"
32,"female",7e+05,10,20,14993,"Half_yearly","urban","Term","married"
54,"male",250000,30,40,16679,"Monthly","urban","Endowment","married"
39,"male",1300000,10,20,30373,"Yearly","urban","ULIP","married"
18,"female",1200000,10,20,28728,"Monthly","urban","ULIP","married"
25,"female",9e+05,10,20,18206,"Yearly","urban","Term","married"
43,"female",750000,20,30,16779,"Monthly","urban","Term","married"
36,"male",5e+05,20,30,14753,"Yearly","semi-urban","Term","unmarried"
47,"male",850000,30,40,22226,"Yearly","semi-urban","Endowment","unmarried"
53,"male",1300000,30,40,31132,"Half_yearly","semi-urban","ULIP","unmarried"
49,"male",350000,20,30,17408,"Half_yearly","urban","Endowment","married"
39,"female",4e+05,15,25,15851,"Yearly","urban","Term","married"
41,"female",8e+05,30,40,16557,"Monthly","urban","Term","unmarried"
56,"male",8e+05,20,30,20944,"Monthly","semi-urban","Endowment","unmarried"
27,"male",850000,5,15,16938,"Monthly","semi-urban","Term","unmarried"
19,"female",450000,5,15,13005,"Monthly","urban","Term","married"
41,"male",750000,20,30,15165,"Monthly","urban","Term","married"
32,"male",1350000,20,30,30109,"Monthly","rural","ULIP","unmarried"
19,"female",9e+05,10,20,16668,"Monthly","urban","Term","married"
41,"male",6e+05,20,30,14326,"Monthly","rural","Term","married"
60,"male",850000,20,30,24597,"Monthly","urban","Endowment","unmarried"
26,"male",3e+05,10,20,7266,"Quarterly","rural","Term","married"
32,"female",1150000,10,20,27638,"Quarterly","rural","ULIP","unmarried"
34,"female",650000,20,30,18107,"Yearly","urban","Term","widow"
35,"male",7e+05,20,30,13356,"Half_yearly","urban","Term","married"
36,"female",1e+06,10,20,18501,"Monthly","urban","Term","married"
24,"female",3e+05,5,15,7098,"Yearly","rural","Term","married"
19,"male",1300000,5,15,24558,"Quarterly","semi-urban","ULIP","married"
26,"male",1e+06,5,15,17573,"Monthly","urban","Term","married"
42,"male",9e+05,30,40,18531,"Yearly","semi-urban","Term","married"
55,"female",1100000,30,40,31459,"Half_yearly","semi-urban","ULIP","married"
35,"male",450000,10,20,13182,"Quarterly","urban","Term","unmarried"
34,"male",1e+06,20,30,16886,"Monthly","semi-urban","Term","married"
40,"female",1400000,10,20,31370,"Monthly","rural","ULIP","unmarried"
57,"male",1200000,30,40,28758,"Half_yearly","semi-urban","ULIP","unmarried"
46,"female",650000,25,35,19544,"Yearly","urban","Endowment","married"
30,"female",1450000,10,20,30977,"Monthly","urban","ULIP","married"
44,"male",1150000,20,30,28870,"Monthly","rural","ULIP","married"
19,"female",7e+05,10,20,13947,"Quarterly","semi-urban","Term","married"
38,"male",9e+05,20,30,13570,"Monthly","rural","Term","unmarried"
59,"female",1500000,20,30,33034,"Monthly","semi-urban","ULIP","unmarried"
44,"female",250000,20,30,12418,"Yearly","urban","Term","married"
46,"female",950000,25,35,23975,"Monthly","urban","Endowment","unmarried"
23,"male",1500000,5,15,30390,"Monthly","urban","ULIP","married"
52,"male",1300000,30,40,31635,"Monthly","urban","ULIP","unmarried"
59,"female",3e+05,20,30,15834,"Half_yearly","rural","Endowment","married"
47,"male",650000,25,35,19573,"Quarterly","semi-urban","Endowment","married"
39,"male",1400000,10,20,29791,"Half_yearly","rural","ULIP","married"
22,"female",1300000,10,20,29619,"Monthly","semi-urban","ULIP","married"
54,"male",7e+05,25,35,23241,"Quarterly","urban","Endowment","unmarried"
46,"female",650000,20,30,16004,"Monthly","rural","Endowment","unmarried"
18,"female",450000,10,20,10874,"Monthly","urban","Term","widow"
38,"male",250000,20,30,13016,"Yearly","urban","Term","unmarried"
27,"male",650000,10,20,12987,"Yearly","semi-urban","Term","married"
39,"male",1150000,20,30,27852,"Quarterly","semi-urban","ULIP","unmarried"
40,"male",250000,10,20,15110,"Monthly","urban","Term","married"
32,"male",9e+05,10,20,18145,"Half_yearly","urban","Term","married"
57,"male",5e+05,25,35,20214,"Quarterly","rural","Endowment","married"
25,"female",650000,10,20,12707,"Monthly","semi-urban","Term","unmarried"
28,"male",1e+06,10,20,17845,"Monthly","semi-urban","Term","married"
32,"male",5e+05,10,20,10931,"Quarterly","rural","Term","married"
27,"female",1150000,5,15,26309,"Monthly","semi-urban","ULIP","married"
20,"female",3e+05,10,20,9076,"Monthly","rural","Term","married"
32,"female",5e+05,10,20,12055,"Half_yearly","semi-urban","Term","unmarried"
40,"female",7e+05,15,25,16397,"Monthly","urban","Term","unmarried"
54,"male",8e+05,30,40,21188,"Monthly","urban","Endowment","unmarried"
35,"female",9e+05,20,30,16683,"Quarterly","semi-urban","Term","married"
37,"female",1400000,15,25,33862,"Half_yearly","rural","ULIP","married"
48,"female",550000,20,30,20042,"Quarterly","rural","Endowment","unmarried"
22,"male",8e+05,5,15,16530,"Monthly","urban","Term","unmarried"
23,"male",750000,10,20,14351,"Quarterly","rural","Term","unmarried"
25,"male",1500000,10,20,30043,"Half_yearly","rural","ULIP","married"
51,"male",250000,20,30,15090,"Half_yearly","semi-urban","Endowment","widow"
58,"male",3e+05,25,35,17270,"Monthly","urban","Endowment","married"
49,"male",1450000,20,30,33115,"Quarterly","urban","ULIP","unmarried"
24,"male",250000,10,20,7737,"Half_yearly","semi-urban","Term","widow"
43,"female",1300000,25,35,29907,"Monthly","urban","ULIP","married"
21,"male",1050000,5,15,21915,"Quarterly","semi-urban","ULIP","married"
55,"female",950000,25,35,24131,"Quarterly","urban","Endowment","unmarried"
58,"male",1050000,30,40,29878,"Quarterly","semi-urban","ULIP","unmarried"
27,"female",750000,5,15,12845,"Yearly","semi-urban","Term","unmarried"
54,"female",1250000,30,40,31506,"Monthly","urban","ULIP","widow"
29,"female",1150000,10,20,28573,"Half_yearly","rural","ULIP","widow"
42,"male",650000,20,30,13512,"Monthly","rural","Term","married"
24,"male",550000,5,15,10218,"Monthly","urban","Term","widow"
18,"male",1e+06,10,20,15249,"Monthly","urban","Term","married"
41,"male",1200000,30,40,26975,"Yearly","urban","ULIP","widow"
19,"female",550000,5,15,10783,"Monthly","semi-urban","Term","married"
40,"female",750000,10,20,17706,"Monthly","semi-urban","Term","unmarried"
33,"female",2e+05,20,30,11976,"Monthly","semi-urban","Term","married"
33,"female",1200000,20,30,29655,"Quarterly","urban","ULIP","unmarried"
47,"female",1500000,30,40,30419,"Monthly","semi-urban","ULIP","unmarried"
